Pression, tour moteur, température, AFR, Duréé injection, Papillon, Cible AFR 
38.49 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
39.12 , 1793 , 27 , 151.00 , 4725.70 , 22.00 , 105.00
38.49 , 1838 , 27 , 151.00 , 4740.48 , 22.00 , 105.00
38.81 , 1798 , 27 , 151.00 , 4727.34 , 22.00 , 105.00
38.18 , 1773 , 27 , 151.00 , 4719.13 , 22.00 , 105.00
38.81 , 1830 , 27 , 151.00 , 4737.85 , 22.00 , 105.00
38.18 , 1790 , 27 , 151.00 , 4724.72 , 22.00 , 105.00
39.12 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
38.81 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
39.12 , 1792 , 27 , 151.00 , 4725.37 , 22.00 , 105.00
38.81 , 1835 , 27 , 151.00 , 4739.49 , 22.00 , 105.00
38.81 , 1795 , 27 , 151.00 , 4726.36 , 22.00 , 105.00
38.18 , 1838 , 27 , 151.00 , 4740.48 , 22.00 , 105.00
38.49 , 1797 , 27 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1773 , 27 , 151.00 , 4719.13 , 22.00 , 105.00
38.81 , 1831 , 27 , 151.00 , 4738.18 , 22.00 , 105.00
38.49 , 1790 , 27 , 151.00 , 4724.72 , 22.00 , 105.00
38.81 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
38.18 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
38.81 , 1794 , 27 , 151.00 , 4726.03 , 22.00 , 105.00
38.49 , 1773 , 27 , 151.00 , 4719.13 , 22.00 , 105.00
38.81 , 1830 , 27 , 151.00 , 4737.85 , 22.00 , 105.00
38.49 , 1789 , 27 , 151.00 , 4724.39 , 22.00 , 105.00
39.12 , 1773 , 27 , 151.00 , 4719.13 , 22.00 , 105.00
38.49 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
39.12 , 1792 , 27 , 151.00 , 4725.37 , 22.00 , 105.00
38.49 , 1837 , 27 , 151.00 , 4740.15 , 22.00 , 105.00
38.18 , 1797 , 27 , 151.00 , 4727.02 , 22.00 , 105.00
38.18 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
38.81 , 1832 , 27 , 151.00 , 4738.51 , 22.00 , 105.00
38.49 , 1791 , 27 , 151.00 , 4725.04 , 22.00 , 105.00
38.81 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
38.81 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
39.12 , 1792 , 27 , 151.00 , 4725.37 , 22.00 , 105.00
38.49 , 1837 , 27 , 151.00 , 4740.15 , 22.00 , 105.00
38.49 , 1798 , 27 , 151.00 , 4727.34 , 22.00 , 105.00
38.18 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
38.81 , 1831 , 27 , 151.00 , 4738.18 , 22.00 , 105.00
38.49 , 1791 , 27 , 151.00 , 4725.04 , 22.00 , 105.00
39.12 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
38.18 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
38.81 , 1792 , 27 , 151.00 , 4725.37 , 22.00 , 105.00
38.49 , 1837 , 27 , 151.00 , 4740.15 , 22.00 , 105.00
38.49 , 1796 , 27 , 151.00 , 4726.69 , 22.00 , 105.00
38.18 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
38.81 , 1832 , 27 , 151.00 , 4738.51 , 22.00 , 105.00
38.81 , 1791 , 27 , 151.00 , 4725.04 , 22.00 , 105.00
38.81 , 1773 , 27 , 151.00 , 4719.13 , 22.00 , 105.00
38.49 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
39.12 , 1791 , 27 , 151.00 , 4725.04 , 22.00 , 105.00
38.18 , 1835 , 27 , 151.00 , 4739.49 , 22.00 , 105.00
38.81 , 1797 , 27 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1840 , 27 , 151.00 , 4741.13 , 22.00 , 105.00
38.81 , 1798 , 27 , 151.00 , 4727.34 , 22.00 , 105.00
38.81 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
39.12 , 1830 , 27 , 151.00 , 4737.85 , 22.00 , 105.00
38.81 , 1789 , 27 , 151.00 , 4724.39 , 22.00 , 105.00
38.81 , 1839 , 27 , 151.00 , 4740.80 , 22.00 , 105.00
38.18 , 1794 , 27 , 151.00 , 4726.03 , 22.00 , 105.00
39.12 , 1776 , 27 , 151.00 , 4720.12 , 22.00 , 105.00
38.49 , 1828 , 27 , 151.00 , 4737.19 , 22.00 , 105.00
38.81 , 1859 , 27 , 151.00 , 4747.37 , 22.00 , 105.00
38.49 , 1803 , 27 , 151.00 , 4728.98 , 22.00 , 105.00
38.81 , 1780 , 27 , 151.00 , 4721.43 , 22.00 , 105.00
38.81 , 1830 , 28 , 151.00 , 4737.85 , 22.00 , 105.00
39.12 , 1793 , 28 , 151.00 , 4725.70 , 22.00 , 105.00
38.49 , 1837 , 27 , 151.00 , 4740.15 , 22.00 , 105.00
38.81 , 1800 , 27 , 151.00 , 4728.00 , 22.00 , 105.00
38.49 , 1840 , 27 , 151.00 , 4741.13 , 22.00 , 105.00
38.49 , 1798 , 27 , 151.00 , 4727.34 , 22.00 , 105.00
38.18 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.49 , 1797 , 27 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1774 , 27 , 150.00 , 4719.46 , 22.00 , 105.00
38.81 , 1831 , 27 , 150.00 , 4738.18 , 22.00 , 105.00
37.87 , 1857 , 28 , 151.00 , 4746.71 , 22.00 , 105.00
38.18 , 1806 , 27 , 151.00 , 4729.97 , 22.00 , 105.00
38.49 , 1779 , 27 , 151.00 , 4721.10 , 22.00 , 105.00
38.49 , 1832 , 27 , 151.00 , 4738.51 , 22.00 , 105.00
38.18 , 1792 , 27 , 151.00 , 4725.37 , 22.00 , 105.00
38.81 , 1841 , 27 , 151.00 , 4741.46 , 22.00 , 105.00
38.49 , 1795 , 27 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1776 , 27 , 151.00 , 4720.12 , 22.00 , 105.00
37.87 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
38.49 , 1859 , 27 , 151.00 , 4747.37 , 22.00 , 105.00
38.49 , 1804 , 27 , 151.00 , 4729.31 , 22.00 , 105.00
38.81 , 1781 , 27 , 151.00 , 4721.76 , 22.00 , 105.00
38.49 , 1831 , 27 , 151.00 , 4738.18 , 22.00 , 105.00
38.81 , 1793 , 28 , 151.00 , 4725.70 , 22.00 , 105.00
38.81 , 1837 , 28 , 151.00 , 4740.15 , 22.00 , 105.00
38.18 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1839 , 27 , 151.00 , 4740.80 , 22.00 , 105.00
38.49 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.18 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
38.81 , 1831 , 27 , 151.00 , 4738.18 , 22.00 , 105.00
38.81 , 1790 , 27 , 151.00 , 4724.72 , 22.00 , 105.00
39.12 , 1775 , 27 , 151.00 , 4719.79 , 22.00 , 105.00
38.81 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
39.12 , 1792 , 28 , 151.00 , 4725.37 , 22.00 , 105.00
38.49 , 1837 , 27 , 151.00 , 4740.15 , 22.00 , 105.00
39.12 , 1796 , 28 , 151.00 , 4726.69 , 22.00 , 105.00
38.81 , 1840 , 27 , 151.00 , 4741.13 , 22.00 , 105.00
38.81 , 1798 , 27 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1840 , 27 , 151.00 , 4741.13 , 22.00 , 105.00
38.81 , 1798 , 27 , 151.00 , 4727.34 , 22.00 , 105.00
38.81 , 1775 , 27 , 151.00 , 4719.79 , 22.00 , 105.00
39.12 , 1831 , 28 , 151.00 , 4738.18 , 22.00 , 105.00
38.81 , 1790 , 27 , 151.00 , 4724.72 , 22.00 , 105.00
38.81 , 1839 , 27 , 151.00 , 4740.80 , 22.00 , 105.00
38.49 , 1795 , 27 , 151.00 , 4726.36 , 22.00 , 105.00
39.43 , 1776 , 27 , 151.00 , 4720.12 , 22.00 , 105.00
38.49 , 1827 , 27 , 151.00 , 4736.86 , 22.00 , 105.00
38.81 , 1792 , 28 , 151.00 , 4725.37 , 22.00 , 105.00
38.18 , 1838 , 27 , 151.00 , 4740.48 , 22.00 , 105.00
39.12 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1839 , 27 , 151.00 , 4740.80 , 22.00 , 105.00
38.81 , 1796 , 27 , 151.00 , 4726.69 , 22.00 , 105.00
38.49 , 1839 , 27 , 151.00 , 4740.80 , 22.00 , 105.00
38.49 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1773 , 28 , 151.00 , 4719.13 , 22.00 , 105.00
38.81 , 1831 , 27 , 151.00 , 4738.18 , 22.00 , 105.00
38.18 , 1790 , 27 , 151.00 , 4724.72 , 22.00 , 105.00
38.18 , 1840 , 27 , 151.00 , 4741.13 , 22.00 , 105.00
38.49 , 1794 , 27 , 151.00 , 4726.03 , 22.00 , 105.00
39.12 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1842 , 27 , 151.00 , 4741.79 , 22.00 , 105.00
38.81 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1842 , 27 , 151.00 , 4741.79 , 22.00 , 105.00
38.81 , 1795 , 27 , 151.00 , 4726.36 , 22.00 , 105.00
39.43 , 1778 , 27 , 151.00 , 4720.78 , 22.00 , 105.00
38.49 , 1828 , 27 , 151.00 , 4737.19 , 22.00 , 105.00
39.12 , 1792 , 27 , 151.00 , 4725.37 , 22.00 , 105.00
38.81 , 1837 , 28 , 151.00 , 4740.15 , 22.00 , 105.00
38.49 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1838 , 28 , 151.00 , 4740.48 , 22.00 , 105.00
38.81 , 1796 , 27 , 151.00 , 4726.69 , 22.00 , 105.00
38.49 , 1774 , 27 , 151.00 , 4719.46 , 22.00 , 105.00
39.12 , 1831 , 28 , 151.00 , 4738.18 , 22.00 , 105.00
38.49 , 1856 , 28 , 151.00 , 4746.39 , 22.00 , 105.00
38.18 , 1806 , 28 , 151.00 , 4729.97 , 22.00 , 105.00
38.18 , 1777 , 28 , 151.00 , 4720.45 , 22.00 , 105.00
38.81 , 1831 , 28 , 151.00 , 4738.18 , 22.00 , 105.00
38.49 , 1790 , 27 , 151.00 , 4724.72 , 22.00 , 105.00
38.81 , 1838 , 27 , 151.00 , 4740.48 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.49 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.18 , 1794 , 28 , 151.00 , 4726.03 , 22.00 , 105.00
38.81 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.49 , 1795 , 27 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.18 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
39.12 , 1776 , 28 , 151.00 , 4720.12 , 22.00 , 105.00
38.49 , 1828 , 28 , 151.00 , 4737.19 , 22.00 , 105.00
38.81 , 1859 , 28 , 151.00 , 4747.37 , 22.00 , 105.00
38.81 , 1802 , 28 , 151.00 , 4728.66 , 22.00 , 105.00
38.81 , 1780 , 28 , 151.00 , 4721.43 , 22.00 , 105.00
38.81 , 1831 , 28 , 151.00 , 4738.18 , 22.00 , 105.00
39.12 , 1794 , 28 , 151.00 , 4726.03 , 22.00 , 105.00
38.49 , 1837 , 28 , 151.00 , 4740.15 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.81 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.18 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
39.12 , 1799 , 28 , 151.00 , 4727.67 , 22.00 , 105.00
38.49 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.81 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.18 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.81 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.49 , 1865 , 28 , 151.00 , 4749.34 , 22.00 , 105.00
38.18 , 1807 , 28 , 151.00 , 4730.30 , 22.00 , 105.00
38.18 , 1847 , 28 , 151.00 , 4743.43 , 22.00 , 105.00
38.81 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1843 , 28 , 151.00 , 4742.12 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1843 , 28 , 151.00 , 4742.12 , 22.00 , 105.00
38.18 , 1796 , 28 , 151.00 , 4726.69 , 22.00 , 105.00
39.12 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.18 , 1862 , 28 , 151.00 , 4748.36 , 22.00 , 105.00
38.81 , 1808 , 28 , 151.00 , 4730.63 , 22.00 , 105.00
38.49 , 1845 , 28 , 151.00 , 4742.77 , 22.00 , 105.00
38.18 , 1800 , 28 , 151.00 , 4728.00 , 22.00 , 105.00
38.49 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.18 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
38.49 , 1865 , 28 , 151.00 , 4749.34 , 22.00 , 105.00
38.18 , 1806 , 28 , 151.00 , 4729.97 , 22.00 , 105.00
38.18 , 1849 , 28 , 151.00 , 4744.09 , 22.00 , 105.00
38.49 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.81 , 1843 , 28 , 151.00 , 4742.12 , 22.00 , 105.00
38.18 , 1863 , 28 , 151.00 , 4748.68 , 22.00 , 105.00
38.49 , 1810 , 28 , 151.00 , 4731.28 , 22.00 , 105.00
37.87 , 1845 , 28 , 151.00 , 4742.77 , 22.00 , 105.00
38.49 , 1800 , 28 , 151.00 , 4728.00 , 22.00 , 105.00
38.18 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.49 , 1865 , 28 , 151.00 , 4749.34 , 22.00 , 105.00
38.18 , 1806 , 28 , 151.00 , 4729.97 , 22.00 , 105.00
38.49 , 1847 , 28 , 151.00 , 4743.43 , 22.00 , 105.00
38.18 , 1796 , 28 , 151.00 , 4726.69 , 22.00 , 105.00
38.81 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.18 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.18 , 1863 , 28 , 151.00 , 4748.68 , 22.00 , 105.00
38.49 , 1808 , 28 , 151.00 , 4730.63 , 22.00 , 105.00
38.49 , 1845 , 28 , 151.00 , 4742.77 , 22.00 , 105.00
38.18 , 1800 , 28 , 151.00 , 4728.00 , 22.00 , 105.00
38.49 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.81 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.49 , 1799 , 28 , 151.00 , 4727.67 , 22.00 , 105.00
38.49 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.81 , 1799 , 28 , 151.00 , 4727.67 , 22.00 , 105.00
38.81 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.49 , 1867 , 28 , 151.00 , 4750.00 , 22.00 , 105.00
38.49 , 1807 , 28 , 151.00 , 4730.30 , 22.00 , 105.00
38.49 , 1781 , 28 , 151.00 , 4721.76 , 22.00 , 105.00
38.49 , 1900 , 28 , 151.00 , 4760.83 , 22.00 , 105.00
38.81 , 1762 , 28 , 151.00 , 4715.52 , 22.00 , 105.00
37.87 , 1890 , 28 , 151.00 , 4757.55 , 22.00 , 105.00
38.18 , 1821 , 28 , 151.00 , 4734.89 , 22.00 , 105.00
38.18 , 1786 , 28 , 151.00 , 4723.40 , 22.00 , 105.00
38.18 , 1836 , 28 , 151.00 , 4739.82 , 22.00 , 105.00
37.87 , 1861 , 28 , 151.00 , 4748.03 , 22.00 , 105.00
38.18 , 1808 , 28 , 151.00 , 4730.63 , 22.00 , 105.00
38.49 , 1845 , 28 , 151.00 , 4742.77 , 22.00 , 105.00
38.81 , 1800 , 28 , 151.00 , 4728.00 , 22.00 , 105.00
38.18 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.81 , 1799 , 28 , 151.00 , 4727.67 , 22.00 , 105.00
38.49 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.81 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
37.87 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
38.81 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
38.49 , 1865 , 28 , 151.00 , 4749.34 , 22.00 , 105.00
37.87 , 1806 , 28 , 151.00 , 4729.97 , 22.00 , 105.00
38.49 , 1847 , 28 , 151.00 , 4743.43 , 22.00 , 105.00
38.49 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1844 , 28 , 151.00 , 4742.45 , 22.00 , 105.00
38.18 , 1796 , 28 , 151.00 , 4726.69 , 22.00 , 105.00
38.81 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.18 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.49 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.18 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.49 , 1843 , 28 , 151.00 , 4742.12 , 22.00 , 105.00
38.18 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.18 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.18 , 1843 , 28 , 151.00 , 4742.12 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.49 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.49 , 1794 , 28 , 151.00 , 4726.03 , 22.00 , 105.00
39.12 , 1775 , 28 , 151.00 , 4719.79 , 22.00 , 105.00
38.18 , 1827 , 28 , 151.00 , 4736.86 , 22.00 , 105.00
38.49 , 1859 , 28 , 151.00 , 4747.37 , 22.00 , 105.00
38.49 , 1804 , 28 , 151.00 , 4729.31 , 22.00 , 105.00
39.12 , 1781 , 28 , 151.00 , 4721.76 , 22.00 , 105.00
38.81 , 1831 , 28 , 151.00 , 4738.18 , 22.00 , 105.00
39.12 , 1794 , 28 , 151.00 , 4726.03 , 22.00 , 105.00
38.18 , 1838 , 28 , 151.00 , 4740.48 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.18 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.18 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
39.12 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
38.81 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.81 , 1865 , 28 , 151.00 , 4749.34 , 22.00 , 105.00
38.49 , 1807 , 28 , 151.00 , 4730.30 , 22.00 , 105.00
38.81 , 1848 , 28 , 151.00 , 4743.76 , 22.00 , 105.00
38.49 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1843 , 28 , 151.00 , 4742.12 , 22.00 , 105.00
38.49 , 1796 , 28 , 151.00 , 4726.69 , 22.00 , 105.00
38.81 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.18 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.18 , 1861 , 28 , 151.00 , 4748.03 , 22.00 , 105.00
38.81 , 1808 , 28 , 151.00 , 4730.63 , 22.00 , 105.00
38.81 , 1778 , 28 , 151.00 , 4720.78 , 22.00 , 105.00
38.81 , 1833 , 28 , 151.00 , 4738.83 , 22.00 , 105.00
38.18 , 1858 , 28 , 151.00 , 4747.04 , 22.00 , 105.00
38.81 , 1807 , 28 , 151.00 , 4730.30 , 22.00 , 105.00
38.18 , 1778 , 28 , 151.00 , 4720.78 , 22.00 , 105.00
38.81 , 1833 , 28 , 151.00 , 4738.83 , 22.00 , 105.00
38.49 , 1858 , 28 , 151.00 , 4747.04 , 22.00 , 105.00
38.18 , 1806 , 28 , 151.00 , 4729.97 , 22.00 , 105.00
38.49 , 1778 , 28 , 151.00 , 4720.78 , 22.00 , 105.00
38.81 , 1833 , 28 , 151.00 , 4738.83 , 22.00 , 105.00
38.18 , 1791 , 28 , 151.00 , 4725.04 , 22.00 , 105.00
38.49 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.18 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.81 , 1841 , 28 , 151.00 , 4741.46 , 22.00 , 105.00
38.18 , 1794 , 28 , 152.00 , 4726.03 , 22.00 , 105.00
38.81 , 1841 , 28 , 152.00 , 4741.46 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.49 , 1842 , 28 , 151.00 , 4741.79 , 22.00 , 105.00
38.49 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.49 , 1777 , 28 , 151.00 , 4720.45 , 22.00 , 105.00
38.18 , 1829 , 28 , 151.00 , 4737.52 , 22.00 , 105.00
38.18 , 1860 , 28 , 151.00 , 4747.70 , 22.00 , 105.00
38.49 , 1803 , 28 , 151.00 , 4728.98 , 22.00 , 105.00
38.81 , 1780 , 28 , 151.00 , 4721.43 , 22.00 , 105.00
38.18 , 1830 , 28 , 152.00 , 4737.85 , 22.00 , 105.00
39.12 , 1793 , 28 , 152.00 , 4725.70 , 22.00 , 105.00
38.49 , 1836 , 28 , 151.00 , 4739.82 , 22.00 , 105.00
39.12 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
38.49 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.81 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
39.12 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.81 , 1840 , 28 , 151.00 , 4741.13 , 22.00 , 105.00
38.81 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1840 , 28 , 152.00 , 4741.13 , 22.00 , 105.00
39.12 , 1799 , 28 , 152.00 , 4727.67 , 22.00 , 105.00
38.49 , 1841 , 28 , 152.00 , 4741.46 , 22.00 , 105.00
39.12 , 1798 , 28 , 152.00 , 4727.34 , 22.00 , 105.00
38.18 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
38.81 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1838 , 28 , 151.00 , 4740.48 , 22.00 , 105.00
38.81 , 1796 , 28 , 151.00 , 4726.69 , 22.00 , 105.00
38.49 , 1838 , 28 , 151.00 , 4740.48 , 22.00 , 105.00
38.81 , 1798 , 28 , 151.00 , 4727.34 , 22.00 , 105.00
38.49 , 1773 , 28 , 151.00 , 4719.13 , 22.00 , 105.00
38.81 , 1831 , 28 , 151.00 , 4738.18 , 22.00 , 105.00
38.49 , 1789 , 28 , 151.00 , 4724.39 , 22.00 , 105.00
38.81 , 1838 , 28 , 151.00 , 4740.48 , 22.00 , 105.00
38.18 , 1793 , 28 , 151.00 , 4725.70 , 22.00 , 105.00
39.12 , 1775 , 28 , 151.00 , 4719.79 , 22.00 , 105.00
38.49 , 1827 , 28 , 151.00 , 4736.86 , 22.00 , 105.00
39.12 , 1792 , 28 , 151.00 , 4725.37 , 22.00 , 105.00
38.18 , 1835 , 28 , 151.00 , 4739.49 , 22.00 , 105.00
39.12 , 1795 , 28 , 151.00 , 4726.36 , 22.00 , 105.00
38.18 , 1838 , 28 , 152.00 , 4740.48 , 22.00 , 105.00
39.12 , 1798 , 28 , 152.00 , 4727.34 , 22.00 , 105.00
38.49 , 1838 , 28 , 151.00 , 4740.48 , 22.00 , 105.00
39.12 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.81 , 1839 , 28 , 152.00 , 4740.80 , 22.00 , 105.00
38.81 , 1798 , 28 , 152.00 , 4727.34 , 22.00 , 105.00
38.81 , 1840 , 28 , 152.00 , 4741.13 , 22.00 , 105.00
38.81 , 1797 , 28 , 152.00 , 4727.02 , 22.00 , 105.00
38.49 , 1839 , 28 , 152.00 , 4740.80 , 22.00 , 105.00
38.81 , 1797 , 28 , 152.00 , 4727.02 , 22.00 , 105.00
38.18 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
38.81 , 1796 , 28 , 151.00 , 4726.69 , 22.00 , 105.00
38.18 , 1837 , 28 , 151.00 , 4740.15 , 22.00 , 105.00
38.18 , 1796 , 28 , 151.00 , 4726.69 , 22.00 , 105.00
38.81 , 1838 , 28 , 151.00 , 4740.48 , 22.00 , 105.00
38.81 , 1796 , 28 , 151.00 , 4726.69 , 22.00 , 105.00
38.49 , 1839 , 28 , 151.00 , 4740.80 , 22.00 , 105.00
38.81 , 1797 , 28 , 151.00 , 4727.02 , 22.00 , 105.00
38.49 , 1838 , 28 , 151.00 , 4740.48 , 22.00 , 105.00
