Pression, tour moteur, température, AFR, Duréé injection, Papillon, Cible AFR 
38.49 , 1798 , 29 , 152.00 , 4727.34 , 22.00 , 105.00
39.12 , 1844 , 29 , 152.00 , 4742.45 , 22.00 , 105.00
38.81 , 1864 , 29 , 152.00 , 4749.01 , 22.00 , 105.00
39.12 , 1811 , 29 , 152.00 , 4731.61 , 22.00 , 105.00
38.81 , 1781 , 29 , 153.00 , 4721.76 , 22.00 , 105.00
39.43 , 1835 , 29 , 153.00 , 4739.49 , 22.00 , 105.00
39.12 , 1859 , 29 , 153.00 , 4747.37 , 22.00 , 105.00
39.12 , 1809 , 29 , 153.00 , 4730.95 , 22.00 , 105.00
38.81 , 1845 , 29 , 153.00 , 4742.77 , 22.00 , 105.00
39.12 , 1802 , 29 , 153.00 , 4728.66 , 22.00 , 105.00
38.81 , 1843 , 29 , 152.00 , 4742.12 , 22.00 , 105.00
39.12 , 1800 , 29 , 152.00 , 4728.00 , 22.00 , 105.00
38.81 , 1777 , 29 , 153.00 , 4720.45 , 22.00 , 105.00
39.12 , 1835 , 29 , 153.00 , 4739.49 , 22.00 , 105.00
38.81 , 1860 , 29 , 153.00 , 4747.70 , 22.00 , 105.00
39.12 , 1808 , 29 , 153.00 , 4730.63 , 22.00 , 105.00
38.81 , 1780 , 29 , 153.00 , 4721.43 , 22.00 , 105.00
39.12 , 1834 , 29 , 153.00 , 4739.16 , 22.00 , 105.00
39.12 , 1794 , 29 , 152.00 , 4726.03 , 22.00 , 105.00
39.12 , 1842 , 29 , 152.00 , 4741.79 , 22.00 , 105.00
38.81 , 1862 , 29 , 152.00 , 4748.36 , 22.00 , 105.00
38.81 , 1808 , 29 , 152.00 , 4730.63 , 22.00 , 105.00
38.81 , 1779 , 29 , 153.00 , 4721.10 , 22.00 , 105.00
39.12 , 1833 , 29 , 153.00 , 4738.83 , 22.00 , 105.00
38.81 , 1858 , 29 , 152.00 , 4747.04 , 22.00 , 105.00
39.12 , 1807 , 29 , 152.00 , 4730.30 , 22.00 , 105.00
39.12 , 1845 , 29 , 153.00 , 4742.77 , 22.00 , 105.00
39.12 , 1801 , 29 , 153.00 , 4728.33 , 22.00 , 105.00
38.81 , 1775 , 29 , 153.00 , 4719.79 , 22.00 , 105.00
39.12 , 1832 , 29 , 153.00 , 4738.51 , 22.00 , 105.00
38.81 , 1792 , 29 , 153.00 , 4725.37 , 22.00 , 105.00
38.81 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
38.81 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
39.12 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
38.81 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.12 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
39.12 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
39.12 , 1844 , 29 , 153.00 , 4742.45 , 22.00 , 105.00
38.81 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.43 , 1777 , 29 , 153.00 , 4720.45 , 22.00 , 105.00
38.81 , 1829 , 29 , 153.00 , 4737.52 , 22.00 , 105.00
39.43 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
38.81 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.43 , 1798 , 29 , 153.00 , 4727.34 , 22.00 , 105.00
38.49 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
39.12 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
38.81 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
39.12 , 1800 , 29 , 153.00 , 4728.00 , 22.00 , 105.00
38.81 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
39.43 , 1801 , 29 , 153.00 , 4728.33 , 22.00 , 105.00
38.81 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
39.12 , 1800 , 29 , 153.00 , 4728.00 , 22.00 , 105.00
38.81 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
39.12 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
38.81 , 1841 , 29 , 152.00 , 4741.46 , 22.00 , 105.00
39.12 , 1798 , 29 , 152.00 , 4727.34 , 22.00 , 105.00
38.81 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.43 , 1798 , 29 , 153.00 , 4727.34 , 22.00 , 105.00
38.81 , 1841 , 29 , 152.00 , 4741.46 , 22.00 , 105.00
38.81 , 1867 , 29 , 152.00 , 4750.00 , 22.00 , 105.00
38.49 , 1808 , 29 , 153.00 , 4730.63 , 22.00 , 105.00
38.81 , 1850 , 29 , 153.00 , 4744.42 , 22.00 , 105.00
38.81 , 1798 , 29 , 153.00 , 4727.34 , 22.00 , 105.00
38.81 , 1845 , 29 , 153.00 , 4742.77 , 22.00 , 105.00
39.12 , 1798 , 29 , 152.00 , 4727.34 , 22.00 , 105.00
39.12 , 1843 , 29 , 152.00 , 4742.12 , 22.00 , 105.00
38.81 , 1863 , 29 , 153.00 , 4748.68 , 22.00 , 105.00
39.12 , 1810 , 29 , 153.00 , 4731.28 , 22.00 , 105.00
38.81 , 1848 , 29 , 153.00 , 4743.76 , 22.00 , 105.00
38.81 , 1802 , 29 , 153.00 , 4728.66 , 22.00 , 105.00
38.49 , 1843 , 29 , 153.00 , 4742.12 , 22.00 , 105.00
38.81 , 1800 , 29 , 153.00 , 4728.00 , 22.00 , 105.00
38.81 , 1840 , 29 , 153.00 , 4741.13 , 22.00 , 105.00
39.12 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
38.81 , 1840 , 29 , 153.00 , 4741.13 , 22.00 , 105.00
39.12 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
38.81 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
39.12 , 1798 , 29 , 153.00 , 4727.34 , 22.00 , 105.00
38.49 , 1840 , 29 , 153.00 , 4741.13 , 22.00 , 105.00
38.81 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
38.81 , 1841 , 29 , 152.00 , 4741.46 , 22.00 , 105.00
39.12 , 1800 , 29 , 152.00 , 4728.00 , 22.00 , 105.00
39.12 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
39.12 , 1798 , 29 , 153.00 , 4727.34 , 22.00 , 105.00
38.81 , 1840 , 29 , 153.00 , 4741.13 , 22.00 , 105.00
39.12 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
38.81 , 1776 , 29 , 153.00 , 4720.12 , 22.00 , 105.00
39.12 , 1834 , 29 , 153.00 , 4739.16 , 22.00 , 105.00
38.49 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
39.43 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.12 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
39.74 , 1777 , 29 , 153.00 , 4720.45 , 22.00 , 105.00
39.12 , 1829 , 29 , 153.00 , 4737.52 , 22.00 , 105.00
39.74 , 1793 , 29 , 153.00 , 4725.70 , 22.00 , 105.00
39.12 , 1837 , 29 , 153.00 , 4740.15 , 22.00 , 105.00
39.43 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.12 , 1838 , 29 , 153.00 , 4740.48 , 22.00 , 105.00
39.12 , 1800 , 29 , 153.00 , 4728.00 , 22.00 , 105.00
39.43 , 1776 , 29 , 153.00 , 4720.12 , 22.00 , 105.00
39.43 , 1831 , 29 , 153.00 , 4738.18 , 22.00 , 105.00
39.12 , 1790 , 29 , 153.00 , 4724.72 , 22.00 , 105.00
39.43 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
39.43 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.43 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
39.12 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.74 , 1776 , 29 , 153.00 , 4720.12 , 22.00 , 105.00
39.12 , 1829 , 29 , 153.00 , 4737.52 , 22.00 , 105.00
39.74 , 1793 , 29 , 153.00 , 4725.70 , 22.00 , 105.00
39.12 , 1837 , 29 , 153.00 , 4740.15 , 22.00 , 105.00
39.74 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.12 , 1838 , 29 , 153.00 , 4740.48 , 22.00 , 105.00
39.74 , 1735 , 29 , 153.00 , 4706.66 , 22.00 , 105.00
39.43 , 1807 , 29 , 153.00 , 4730.30 , 22.00 , 105.00
39.43 , 1850 , 29 , 153.00 , 4744.42 , 22.00 , 105.00
39.12 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
39.43 , 1780 , 29 , 153.00 , 4721.43 , 22.00 , 105.00
39.43 , 1831 , 29 , 153.00 , 4738.18 , 22.00 , 105.00
39.43 , 1792 , 29 , 153.00 , 4725.37 , 22.00 , 105.00
39.12 , 1770 , 29 , 153.00 , 4718.15 , 22.00 , 105.00
39.43 , 1829 , 29 , 153.00 , 4737.52 , 22.00 , 105.00
39.12 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
40.05 , 1773 , 29 , 153.00 , 4719.13 , 22.00 , 105.00
39.74 , 1761 , 29 , 160.00 , 4715.20 , 22.00 , 105.00
40.36 , 1761 , 29 , 160.00 , 4715.20 , 22.00 , 105.00
39.43 , 1820 , 29 , 155.00 , 4734.57 , 22.00 , 105.00
39.74 , 1789 , 29 , 155.00 , 4724.39 , 22.00 , 105.00
39.74 , 1771 , 29 , 154.00 , 4718.48 , 22.00 , 105.00
39.74 , 1764 , 29 , 154.00 , 4716.18 , 22.00 , 105.00
39.43 , 1757 , 29 , 153.00 , 4713.88 , 22.00 , 105.00
39.43 , 1823 , 29 , 153.00 , 4735.55 , 22.00 , 105.00
39.74 , 1785 , 29 , 153.00 , 4723.07 , 22.00 , 105.00
39.74 , 1772 , 29 , 153.00 , 4718.81 , 22.00 , 105.00
39.12 , 1761 , 29 , 153.00 , 4715.20 , 22.00 , 105.00
40.05 , 1760 , 29 , 153.00 , 4714.87 , 22.00 , 105.00
39.43 , 1819 , 29 , 153.00 , 4734.24 , 22.00 , 105.00
40.05 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.43 , 1770 , 29 , 154.00 , 4718.15 , 22.00 , 105.00
40.05 , 1763 , 29 , 154.00 , 4715.85 , 22.00 , 105.00
39.43 , 1757 , 29 , 154.00 , 4713.88 , 22.00 , 105.00
39.74 , 1823 , 29 , 154.00 , 4735.55 , 22.00 , 105.00
39.74 , 1787 , 29 , 153.00 , 4723.73 , 22.00 , 105.00
39.43 , 1772 , 29 , 153.00 , 4718.81 , 22.00 , 105.00
39.43 , 1762 , 29 , 153.00 , 4715.52 , 22.00 , 105.00
40.05 , 1761 , 29 , 153.00 , 4715.20 , 22.00 , 105.00
39.74 , 1818 , 29 , 153.00 , 4733.91 , 22.00 , 105.00
39.43 , 1787 , 29 , 153.00 , 4723.73 , 22.00 , 105.00
39.12 , 1769 , 29 , 153.00 , 4717.82 , 22.00 , 105.00
39.74 , 1765 , 29 , 153.00 , 4716.51 , 22.00 , 105.00
39.74 , 1759 , 29 , 153.00 , 4714.54 , 22.00 , 105.00
39.43 , 1824 , 29 , 153.00 , 4735.88 , 22.00 , 105.00
39.74 , 1788 , 29 , 153.00 , 4724.06 , 22.00 , 105.00
39.74 , 1773 , 29 , 153.00 , 4719.13 , 22.00 , 105.00
39.74 , 1762 , 29 , 153.00 , 4715.52 , 22.00 , 105.00
39.74 , 1760 , 29 , 153.00 , 4714.87 , 22.00 , 105.00
39.74 , 1758 , 29 , 153.00 , 4714.21 , 22.00 , 105.00
39.74 , 1823 , 29 , 153.00 , 4735.55 , 22.00 , 105.00
39.74 , 1785 , 29 , 153.00 , 4723.07 , 22.00 , 105.00
39.74 , 1773 , 29 , 153.00 , 4719.13 , 22.00 , 105.00
39.43 , 1761 , 29 , 153.00 , 4715.20 , 22.00 , 105.00
39.74 , 1759 , 29 , 153.00 , 4714.54 , 22.00 , 105.00
39.74 , 1819 , 29 , 153.00 , 4734.24 , 22.00 , 105.00
39.43 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.43 , 1769 , 29 , 153.00 , 4717.82 , 22.00 , 105.00
40.36 , 1765 , 29 , 153.00 , 4716.51 , 22.00 , 105.00
39.43 , 1824 , 29 , 153.00 , 4735.88 , 22.00 , 105.00
39.74 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.43 , 1769 , 29 , 153.00 , 4717.82 , 22.00 , 105.00
40.05 , 1765 , 29 , 153.00 , 4716.51 , 22.00 , 105.00
39.43 , 1822 , 29 , 153.00 , 4735.22 , 22.00 , 105.00
39.74 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.74 , 1835 , 29 , 153.00 , 4739.49 , 22.00 , 105.00
39.43 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.43 , 1774 , 29 , 153.00 , 4719.46 , 22.00 , 105.00
39.74 , 1766 , 29 , 153.00 , 4716.84 , 22.00 , 105.00
39.12 , 1824 , 29 , 153.00 , 4735.88 , 22.00 , 105.00
39.43 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
39.12 , 1835 , 29 , 153.00 , 4739.49 , 22.00 , 105.00
39.74 , 1733 , 29 , 153.00 , 4706.00 , 22.00 , 105.00
39.74 , 1807 , 29 , 153.00 , 4730.30 , 22.00 , 105.00
39.43 , 1849 , 29 , 153.00 , 4744.09 , 22.00 , 105.00
39.43 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
39.12 , 1779 , 29 , 153.00 , 4721.10 , 22.00 , 105.00
39.12 , 1765 , 29 , 153.00 , 4716.51 , 22.00 , 105.00
39.43 , 1826 , 29 , 153.00 , 4736.54 , 22.00 , 105.00
39.43 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.74 , 1774 , 29 , 153.00 , 4719.46 , 22.00 , 105.00
39.43 , 1764 , 29 , 153.00 , 4716.18 , 22.00 , 105.00
40.36 , 1763 , 29 , 153.00 , 4715.85 , 22.00 , 105.00
39.74 , 1821 , 29 , 153.00 , 4734.89 , 22.00 , 105.00
40.05 , 1788 , 29 , 153.00 , 4724.06 , 22.00 , 105.00
39.74 , 1771 , 29 , 153.00 , 4718.48 , 22.00 , 105.00
40.36 , 1765 , 29 , 153.00 , 4716.51 , 22.00 , 105.00
39.43 , 1823 , 29 , 153.00 , 4735.55 , 22.00 , 105.00
39.43 , 1729 , 29 , 153.00 , 4704.69 , 22.00 , 105.00
39.43 , 1804 , 29 , 153.00 , 4729.31 , 22.00 , 105.00
39.74 , 1782 , 29 , 153.00 , 4722.09 , 22.00 , 105.00
39.43 , 1833 , 29 , 153.00 , 4738.83 , 22.00 , 105.00
40.05 , 1732 , 29 , 153.00 , 4705.67 , 22.00 , 105.00
39.43 , 1806 , 29 , 153.00 , 4729.97 , 22.00 , 105.00
40.05 , 1783 , 29 , 153.00 , 4722.42 , 22.00 , 105.00
39.74 , 1831 , 29 , 153.00 , 4738.18 , 22.00 , 105.00
39.43 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.12 , 1774 , 29 , 153.00 , 4719.46 , 22.00 , 105.00
40.05 , 1766 , 29 , 153.00 , 4716.84 , 22.00 , 105.00
39.43 , 1822 , 29 , 153.00 , 4735.22 , 22.00 , 105.00
39.74 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
39.43 , 1836 , 29 , 153.00 , 4739.82 , 22.00 , 105.00
39.43 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.12 , 1774 , 29 , 153.00 , 4719.46 , 22.00 , 105.00
39.43 , 1766 , 29 , 153.00 , 4716.84 , 22.00 , 105.00
39.12 , 1823 , 29 , 153.00 , 4735.55 , 22.00 , 105.00
39.74 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
39.74 , 1837 , 29 , 153.00 , 4740.15 , 22.00 , 105.00
39.43 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
38.81 , 1840 , 29 , 153.00 , 4741.13 , 22.00 , 105.00
39.43 , 1800 , 29 , 153.00 , 4728.00 , 22.00 , 105.00
39.12 , 1775 , 29 , 153.00 , 4719.79 , 22.00 , 105.00
39.43 , 1831 , 29 , 153.00 , 4738.18 , 22.00 , 105.00
39.12 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.74 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.43 , 1793 , 29 , 153.00 , 4725.70 , 22.00 , 105.00
39.43 , 1775 , 29 , 153.00 , 4719.79 , 22.00 , 105.00
39.12 , 1828 , 29 , 153.00 , 4737.19 , 22.00 , 105.00
39.74 , 1792 , 29 , 153.00 , 4725.37 , 22.00 , 105.00
39.43 , 1836 , 29 , 153.00 , 4739.82 , 22.00 , 105.00
39.43 , 1798 , 29 , 153.00 , 4727.34 , 22.00 , 105.00
39.74 , 1773 , 29 , 153.00 , 4719.13 , 22.00 , 105.00
39.43 , 1830 , 29 , 153.00 , 4737.85 , 22.00 , 105.00
39.12 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.43 , 1773 , 29 , 153.00 , 4719.13 , 22.00 , 105.00
38.81 , 1826 , 29 , 153.00 , 4736.54 , 22.00 , 105.00
39.43 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
39.74 , 1835 , 29 , 153.00 , 4739.49 , 22.00 , 105.00
39.74 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
39.12 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.43 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.12 , 1774 , 29 , 153.00 , 4719.46 , 22.00 , 105.00
39.12 , 1831 , 29 , 153.00 , 4738.18 , 22.00 , 105.00
39.12 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.74 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.12 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
39.12 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
39.12 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.12 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
38.81 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.12 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
38.81 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
39.74 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
39.12 , 1861 , 29 , 153.00 , 4748.03 , 22.00 , 105.00
39.12 , 1808 , 29 , 153.00 , 4730.63 , 22.00 , 105.00
39.12 , 1843 , 29 , 153.00 , 4742.12 , 22.00 , 105.00
39.12 , 1800 , 29 , 153.00 , 4728.00 , 22.00 , 105.00
39.12 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
39.43 , 1798 , 29 , 153.00 , 4727.34 , 22.00 , 105.00
39.12 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.12 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.12 , 1838 , 29 , 153.00 , 4740.48 , 22.00 , 105.00
39.43 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.12 , 1838 , 29 , 153.00 , 4740.48 , 22.00 , 105.00
39.12 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
39.43 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.12 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
38.81 , 1774 , 29 , 153.00 , 4719.46 , 22.00 , 105.00
39.74 , 1830 , 29 , 153.00 , 4737.85 , 22.00 , 105.00
38.81 , 1856 , 29 , 153.00 , 4746.39 , 22.00 , 105.00
38.81 , 1806 , 29 , 153.00 , 4729.97 , 22.00 , 105.00
38.81 , 1776 , 29 , 153.00 , 4720.12 , 22.00 , 105.00
39.43 , 1832 , 29 , 153.00 , 4738.51 , 22.00 , 105.00
39.12 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
39.43 , 1840 , 29 , 153.00 , 4741.13 , 22.00 , 105.00
38.81 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
39.74 , 1776 , 29 , 153.00 , 4720.12 , 22.00 , 105.00
39.43 , 1827 , 29 , 153.00 , 4736.86 , 22.00 , 105.00
39.43 , 1792 , 29 , 153.00 , 4725.37 , 22.00 , 105.00
39.12 , 1836 , 29 , 153.00 , 4739.82 , 22.00 , 105.00
39.74 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.12 , 1774 , 29 , 153.00 , 4719.46 , 22.00 , 105.00
39.74 , 1831 , 29 , 153.00 , 4738.18 , 22.00 , 105.00
39.12 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.43 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.12 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.74 , 1777 , 29 , 153.00 , 4720.45 , 22.00 , 105.00
39.12 , 1827 , 29 , 153.00 , 4736.86 , 22.00 , 105.00
39.74 , 1792 , 29 , 153.00 , 4725.37 , 22.00 , 105.00
39.12 , 1838 , 29 , 153.00 , 4740.48 , 22.00 , 105.00
39.12 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.12 , 1773 , 29 , 153.00 , 4719.13 , 22.00 , 105.00
39.43 , 1830 , 29 , 153.00 , 4737.85 , 22.00 , 105.00
39.43 , 1789 , 29 , 153.00 , 4724.39 , 22.00 , 105.00
39.12 , 1840 , 29 , 153.00 , 4741.13 , 22.00 , 105.00
39.43 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.43 , 1777 , 29 , 153.00 , 4720.45 , 22.00 , 105.00
39.12 , 1829 , 29 , 153.00 , 4737.52 , 22.00 , 105.00
39.74 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
39.43 , 1838 , 29 , 153.00 , 4740.48 , 22.00 , 105.00
39.43 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.43 , 1840 , 29 , 153.00 , 4741.13 , 22.00 , 105.00
39.43 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
39.12 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
39.12 , 1800 , 29 , 153.00 , 4728.00 , 22.00 , 105.00
39.12 , 1776 , 29 , 153.00 , 4720.12 , 22.00 , 105.00
39.43 , 1834 , 29 , 153.00 , 4739.16 , 22.00 , 105.00
39.12 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
39.43 , 1842 , 29 , 153.00 , 4741.79 , 22.00 , 105.00
39.12 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
39.12 , 1845 , 29 , 153.00 , 4742.77 , 22.00 , 105.00
39.12 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.43 , 1778 , 29 , 153.00 , 4720.78 , 22.00 , 105.00
39.12 , 1830 , 29 , 153.00 , 4737.85 , 22.00 , 105.00
39.74 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
39.43 , 1838 , 29 , 153.00 , 4740.48 , 22.00 , 105.00
39.43 , 1798 , 29 , 153.00 , 4727.34 , 22.00 , 105.00
39.12 , 1840 , 29 , 153.00 , 4741.13 , 22.00 , 105.00
39.12 , 1798 , 29 , 153.00 , 4727.34 , 22.00 , 105.00
38.81 , 1774 , 29 , 153.00 , 4719.46 , 22.00 , 105.00
39.43 , 1834 , 29 , 153.00 , 4739.16 , 22.00 , 105.00
39.12 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
39.43 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
38.81 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
39.12 , 1844 , 29 , 153.00 , 4742.45 , 22.00 , 105.00
39.12 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.12 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
39.12 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.12 , 1844 , 29 , 153.00 , 4742.45 , 22.00 , 105.00
38.81 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
39.12 , 1843 , 29 , 153.00 , 4742.12 , 22.00 , 105.00
38.81 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.12 , 1843 , 29 , 153.00 , 4742.12 , 22.00 , 105.00
38.81 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
39.74 , 1778 , 29 , 153.00 , 4720.78 , 22.00 , 105.00
39.12 , 1830 , 29 , 153.00 , 4737.85 , 22.00 , 105.00
39.43 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
39.12 , 1839 , 29 , 153.00 , 4740.80 , 22.00 , 105.00
39.74 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.12 , 1773 , 29 , 153.00 , 4719.13 , 22.00 , 105.00
40.05 , 1765 , 29 , 153.00 , 4716.51 , 22.00 , 105.00
39.43 , 1824 , 29 , 153.00 , 4735.88 , 22.00 , 105.00
39.43 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
39.74 , 1773 , 29 , 153.00 , 4719.13 , 22.00 , 105.00
39.74 , 1767 , 29 , 153.00 , 4717.16 , 22.00 , 105.00
39.43 , 1823 , 29 , 153.00 , 4735.55 , 22.00 , 105.00
39.74 , 1790 , 29 , 153.00 , 4724.72 , 22.00 , 105.00
39.43 , 1771 , 29 , 153.00 , 4718.48 , 22.00 , 105.00
39.43 , 1830 , 29 , 153.00 , 4737.85 , 22.00 , 105.00
39.43 , 1790 , 29 , 153.00 , 4724.72 , 22.00 , 105.00
39.74 , 1773 , 29 , 153.00 , 4719.13 , 22.00 , 105.00
39.74 , 1828 , 29 , 153.00 , 4737.19 , 22.00 , 105.00
39.74 , 1795 , 29 , 153.00 , 4726.36 , 22.00 , 105.00
39.43 , 1774 , 29 , 154.00 , 4719.46 , 22.00 , 105.00
39.43 , 1832 , 29 , 154.00 , 4738.51 , 22.00 , 105.00
39.43 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
40.05 , 1774 , 29 , 153.00 , 4719.46 , 22.00 , 105.00
39.12 , 1828 , 29 , 153.00 , 4737.19 , 22.00 , 105.00
39.74 , 1794 , 29 , 153.00 , 4726.03 , 22.00 , 105.00
39.12 , 1838 , 29 , 153.00 , 4740.48 , 22.00 , 105.00
39.43 , 1799 , 29 , 153.00 , 4727.67 , 22.00 , 105.00
39.74 , 1775 , 29 , 154.00 , 4719.79 , 22.00 , 105.00
39.12 , 1832 , 29 , 154.00 , 4738.51 , 22.00 , 105.00
39.43 , 1791 , 29 , 153.00 , 4725.04 , 22.00 , 105.00
39.43 , 1841 , 29 , 153.00 , 4741.46 , 22.00 , 105.00
39.12 , 1796 , 29 , 153.00 , 4726.69 , 22.00 , 105.00
39.43 , 1844 , 29 , 153.00 , 4742.45 , 22.00 , 105.00
39.43 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.12 , 1843 , 29 , 153.00 , 4742.12 , 22.00 , 105.00
39.12 , 1797 , 29 , 153.00 , 4727.02 , 22.00 , 105.00
39.43 , 1778 , 29 , 153.00 , 4720.78 , 22.00 , 105.00
39.12 , 1831 , 29 , 153.00 , 4738.18 , 22.00 , 105.00
