Pression, tour moteur, température, AFR, Duréé injection, Papillon, Cible AFR, Cor AFR 
76.82 , 2742 , 42 , 153.00 , 7415.10 , 44.00 , 105.00 , 0.94
75.89 , 2895 , 42 , 153.00 , 8162.96 , 44.00 , 105.00 , 0.94
77.13 , 2669 , 42 , 153.00 , 7178.23 , 44.00 , 105.00 , 0.94
76.20 , 2856 , 42 , 153.00 , 7972.33 , 44.00 , 105.00 , 0.94
75.89 , 2798 , 42 , 153.00 , 7688.82 , 44.00 , 105.00 , 0.94
75.58 , 2761 , 42 , 153.00 , 7507.97 , 44.00 , 105.00 , 0.94
75.58 , 2752 , 42 , 153.00 , 7463.98 , 43.00 , 105.00 , 0.94
73.71 , 2895 , 42 , 153.00 , 8162.96 , 42.00 , 105.00 , 0.94
71.84 , 2813 , 42 , 153.00 , 7762.14 , 41.00 , 105.00 , 0.94
70.90 , 2765 , 42 , 153.00 , 7527.52 , 40.00 , 105.00 , 0.94
70.28 , 2751 , 42 , 153.00 , 7459.09 , 38.00 , 105.00 , 0.94
66.23 , 2895 , 42 , 153.00 , 8162.96 , 36.00 , 105.00 , 0.94
63.73 , 2664 , 42 , 153.00 , 7065.60 , 34.00 , 105.00 , 0.94
60.62 , 2850 , 42 , 153.00 , 7759.70 , 33.00 , 105.00 , 0.94
58.13 , 2647 , 42 , 153.00 , 7055.22 , 32.00 , 105.00 , 0.94
55.63 , 2686 , 42 , 153.00 , 7079.05 , 31.00 , 105.00 , 0.94
54.70 , 2715 , 42 , 153.00 , 7154.81 , 30.00 , 105.00 , 0.94
51.58 , 2581 , 42 , 162.00 , 7014.89 , 28.00 , 105.00 , 0.94
49.40 , 2659 , 42 , 162.00 , 6215.50 , 27.00 , 105.00 , 0.94
47.53 , 2555 , 42 , 155.00 , 6173.14 , 27.00 , 105.00 , 0.94
46.91 , 2514 , 42 , 155.00 , 6156.44 , 27.00 , 105.00 , 0.94
46.28 , 2489 , 42 , 161.00 , 6146.25 , 26.00 , 105.00 , 0.94
46.91 , 2362 , 42 , 161.00 , 6094.52 , 26.00 , 105.00 , 0.94
45.35 , 2535 , 42 , 167.00 , 6164.99 , 26.00 , 105.00 , 0.94
47.22 , 2275 , 42 , 167.00 , 6059.08 , 26.00 , 105.00 , 0.94
46.28 , 2415 , 42 , 170.00 , 6116.11 , 26.00 , 105.00 , 0.94
48.15 , 2228 , 42 , 170.00 , 6039.94 , 26.00 , 105.00 , 0.94
47.84 , 2277 , 42 , 173.00 , 6059.90 , 26.00 , 105.00 , 0.94
48.47 , 2206 , 42 , 173.00 , 6030.98 , 26.00 , 105.00 , 0.94
48.47 , 2265 , 42 , 158.00 , 6055.01 , 27.00 , 105.00 , 0.94
50.65 , 2109 , 42 , 158.00 , 6726.50 , 27.00 , 105.00 , 0.94
50.34 , 2218 , 42 , 165.00 , 6793.10 , 27.00 , 105.00 , 0.94
51.58 , 2086 , 42 , 165.00 , 6712.45 , 28.00 , 105.00 , 0.94
54.39 , 2108 , 42 , 155.00 , 6725.89 , 30.00 , 105.00 , 0.94
60.93 , 2032 , 42 , 155.00 , 6679.45 , 32.00 , 105.00 , 0.94
62.49 , 2079 , 42 , 154.00 , 6708.17 , 32.00 , 105.00 , 0.94
64.05 , 2108 , 42 , 154.00 , 6725.89 , 33.00 , 105.00 , 0.94
65.60 , 2115 , 42 , 152.00 , 6614.08 , 35.00 , 105.00 , 0.94
67.47 , 2122 , 42 , 152.00 , 6621.20 , 35.00 , 105.00 , 0.94
68.72 , 2221 , 42 , 152.00 , 6722.02 , 37.00 , 105.00 , 0.94
70.28 , 2175 , 42 , 152.00 , 6675.17 , 37.00 , 105.00 , 0.94
69.66 , 2249 , 42 , 155.00 , 6750.53 , 38.00 , 105.00 , 0.94
72.15 , 2192 , 42 , 155.00 , 6692.49 , 38.00 , 105.00 , 0.94
70.59 , 2365 , 42 , 155.00 , 6868.66 , 38.00 , 105.00 , 0.94
71.84 , 2204 , 42 , 155.00 , 6704.71 , 39.00 , 105.00 , 0.94
71.21 , 2371 , 42 , 155.00 , 6874.77 , 39.00 , 105.00 , 0.94
72.77 , 2309 , 42 , 155.00 , 6811.63 , 40.00 , 105.00 , 0.94
72.77 , 2379 , 42 , 156.00 , 6882.91 , 40.00 , 105.00 , 0.94
73.08 , 2428 , 42 , 156.00 , 6932.81 , 40.00 , 105.00 , 0.94
72.46 , 2444 , 42 , 155.00 , 6949.11 , 41.00 , 105.00 , 0.94
74.33 , 2343 , 42 , 155.00 , 6846.25 , 41.00 , 105.00 , 0.94
73.71 , 2524 , 42 , 156.00 , 7030.57 , 42.00 , 105.00 , 0.94
73.71 , 2495 , 42 , 156.00 , 7001.04 , 42.00 , 105.00 , 0.94
74.33 , 2477 , 42 , 157.00 , 6982.71 , 42.00 , 105.00 , 0.94
75.58 , 2477 , 42 , 157.00 , 6982.71 , 43.00 , 105.00 , 0.94
74.64 , 2596 , 42 , 156.00 , 7103.89 , 43.00 , 105.00 , 0.94
75.58 , 2538 , 42 , 156.00 , 7044.83 , 43.00 , 105.00 , 0.94
75.26 , 2635 , 42 , 156.00 , 7143.61 , 44.00 , 105.00 , 0.94
76.51 , 2552 , 42 , 156.00 , 7059.09 , 44.00 , 105.00 , 0.94
76.82 , 2641 , 42 , 154.00 , 7149.72 , 45.00 , 105.00 , 0.94
77.45 , 2691 , 42 , 154.00 , 7200.64 , 46.00 , 105.00 , 0.94
76.82 , 2710 , 42 , 155.00 , 7258.68 , 46.00 , 105.00 , 0.94
78.38 , 2588 , 42 , 155.00 , 7095.75 , 46.00 , 105.00 , 0.94
76.82 , 2809 , 42 , 155.00 , 7742.59 , 47.00 , 105.00 , 0.94
78.38 , 2626 , 42 , 155.00 , 7134.44 , 47.00 , 105.00 , 0.94
79.32 , 2680 , 42 , 154.00 , 7189.43 , 48.00 , 105.00 , 0.94
79.00 , 2869 , 42 , 154.00 , 8035.87 , 48.00 , 105.00 , 0.94
79.32 , 2646 , 42 , 155.00 , 7154.81 , 48.00 , 105.00 , 0.94
79.32 , 2856 , 42 , 155.00 , 7972.33 , 48.00 , 105.00 , 0.94
79.94 , 2643 , 42 , 154.00 , 7151.75 , 48.00 , 105.00 , 0.94
79.94 , 2853 , 42 , 154.00 , 7957.66 , 48.00 , 105.00 , 0.94
79.94 , 2789 , 42 , 154.00 , 7644.83 , 48.00 , 105.00 , 0.94
80.25 , 2770 , 42 , 154.00 , 7767.85 , 48.00 , 105.00 , 0.94
79.94 , 2747 , 42 , 154.00 , 7439.54 , 48.00 , 105.00 , 0.94
79.63 , 2911 , 42 , 154.00 , 8241.17 , 48.00 , 105.00 , 0.94
79.32 , 2815 , 42 , 154.00 , 7771.92 , 48.00 , 105.00 , 0.94
79.63 , 2783 , 42 , 154.00 , 7615.50 , 48.00 , 105.00 , 0.94
79.32 , 2917 , 42 , 153.00 , 8270.50 , 48.00 , 105.00 , 0.94
80.25 , 2832 , 42 , 153.00 , 8045.65 , 48.00 , 105.00 , 0.94
80.25 , 2779 , 42 , 154.00 , 7808.17 , 48.00 , 105.00 , 0.94
81.19 , 2761 , 42 , 154.00 , 7727.52 , 48.00 , 105.00 , 0.94
80.25 , 2904 , 42 , 154.00 , 8368.26 , 48.00 , 105.00 , 0.94
80.56 , 2823 , 42 , 154.00 , 8005.32 , 48.00 , 105.00 , 0.94
80.25 , 2939 , 42 , 154.00 , 8525.08 , 48.00 , 105.00 , 0.94
81.19 , 2841 , 42 , 154.00 , 8085.97 , 48.00 , 105.00 , 0.94
80.25 , 2949 , 42 , 152.00 , 8569.89 , 48.00 , 105.00 , 0.94
80.87 , 2844 , 42 , 152.00 , 8099.42 , 48.00 , 105.00 , 0.94
80.87 , 2950 , 42 , 152.00 , 8574.37 , 48.00 , 105.00 , 0.94
80.25 , 3021 , 42 , 152.00 , 8892.49 , 48.00 , 105.00 , 0.94
79.94 , 2865 , 42 , 153.00 , 8016.32 , 48.00 , 105.00 , 0.94
81.81 , 2805 , 42 , 153.00 , 7924.67 , 48.00 , 105.00 , 0.94
81.81 , 2931 , 42 , 152.00 , 8489.23 , 48.00 , 105.00 , 0.94
80.87 , 3009 , 42 , 152.00 , 8838.73 , 47.00 , 105.00 , 0.94
80.56 , 2859 , 42 , 153.00 , 8166.63 , 47.00 , 105.00 , 0.94
81.50 , 2803 , 42 , 153.00 , 7915.71 , 47.00 , 105.00 , 0.94
80.87 , 2928 , 42 , 154.00 , 8475.79 , 48.00 , 105.00 , 0.94
81.19 , 2828 , 42 , 154.00 , 8027.72 , 47.00 , 105.00 , 0.94
79.32 , 2937 , 42 , 154.00 , 8368.26 , 46.00 , 105.00 , 0.94
80.25 , 2834 , 42 , 154.00 , 8054.61 , 46.00 , 105.00 , 0.94
78.69 , 2946 , 42 , 153.00 , 8412.25 , 45.00 , 105.00 , 0.94
77.45 , 2840 , 42 , 153.00 , 7894.12 , 43.00 , 105.00 , 0.94
75.58 , 2942 , 42 , 154.00 , 8392.70 , 42.00 , 105.00 , 0.94
76.20 , 2836 , 42 , 154.00 , 7874.57 , 42.00 , 105.00 , 0.94
72.77 , 2946 , 42 , 155.00 , 8412.25 , 40.00 , 105.00 , 0.94
68.10 , 3014 , 42 , 155.00 , 8744.63 , 38.00 , 105.00 , 0.94
66.54 , 2859 , 42 , 154.00 , 7986.99 , 37.00 , 105.00 , 0.94
66.85 , 2797 , 42 , 154.00 , 7683.94 , 36.00 , 105.00 , 0.94
64.67 , 2919 , 42 , 154.00 , 8068.87 , 35.00 , 105.00 , 0.94
63.73 , 2826 , 42 , 154.00 , 7652.16 , 35.00 , 105.00 , 0.94
61.87 , 2775 , 42 , 162.00 , 7423.65 , 34.00 , 105.00 , 0.94
60.00 , 2757 , 42 , 162.00 , 7343.00 , 32.00 , 105.00 , 0.94
56.26 , 2898 , 42 , 169.00 , 7974.77 , 31.00 , 105.00 , 0.94
56.57 , 2665 , 42 , 169.00 , 7066.21 , 31.00 , 105.00 , 0.94
55.32 , 2699 , 42 , 171.00 , 7086.99 , 31.00 , 105.00 , 0.94
55.01 , 2723 , 42 , 171.00 , 7190.65 , 30.00 , 105.00 , 0.94
52.52 , 2579 , 42 , 173.00 , 7013.67 , 29.00 , 105.00 , 0.94
51.58 , 2660 , 42 , 173.00 , 7063.16 , 29.00 , 105.00 , 0.94
50.02 , 2695 , 42 , 157.00 , 7084.54 , 29.00 , 105.00 , 0.94
50.34 , 2578 , 42 , 157.00 , 7013.06 , 28.00 , 105.00 , 0.94
50.02 , 2518 , 42 , 165.00 , 6976.40 , 28.00 , 105.00 , 0.94
48.78 , 2496 , 42 , 165.00 , 6149.10 , 27.00 , 105.00 , 0.94
48.47 , 2474 , 42 , 157.00 , 6140.14 , 27.00 , 105.00 , 0.94
48.15 , 2476 , 42 , 157.00 , 6140.96 , 27.00 , 105.00 , 0.94
46.60 , 2466 , 42 , 163.00 , 6136.88 , 27.00 , 105.00 , 0.94
46.91 , 2470 , 42 , 163.00 , 6138.51 , 27.00 , 105.00 , 0.94
47.22 , 2347 , 42 , 167.00 , 6088.41 , 27.00 , 105.00 , 0.94
49.40 , 2296 , 42 , 167.00 , 6067.64 , 27.00 , 105.00 , 0.94
51.58 , 2266 , 42 , 171.00 , 6822.43 , 29.00 , 105.00 , 0.94
54.07 , 2298 , 42 , 171.00 , 6841.98 , 29.00 , 105.00 , 0.94
56.26 , 2168 , 42 , 157.00 , 6762.55 , 30.00 , 105.00 , 0.94
57.50 , 2248 , 42 , 157.00 , 6811.43 , 31.00 , 105.00 , 0.94
58.75 , 2284 , 42 , 154.00 , 6833.42 , 32.00 , 105.00 , 0.94
60.62 , 2205 , 42 , 154.00 , 6785.15 , 32.00 , 105.00 , 0.94
61.55 , 2265 , 42 , 152.00 , 6821.81 , 33.00 , 105.00 , 0.94
61.55 , 2299 , 42 , 152.00 , 6842.59 , 33.00 , 105.00 , 0.94
63.42 , 2266 , 42 , 152.00 , 6822.43 , 35.00 , 105.00 , 0.94
65.60 , 2300 , 42 , 152.00 , 6802.47 , 35.00 , 105.00 , 0.94
68.72 , 2267 , 42 , 154.00 , 6768.86 , 38.00 , 105.00 , 0.94
70.90 , 2302 , 42 , 154.00 , 6804.50 , 38.00 , 105.00 , 0.94
70.59 , 2379 , 42 , 153.00 , 6882.91 , 39.00 , 105.00 , 0.94
73.40 , 2310 , 42 , 153.00 , 6812.65 , 40.00 , 105.00 , 0.94
74.02 , 2380 , 42 , 155.00 , 6883.93 , 41.00 , 105.00 , 0.94
74.95 , 2422 , 42 , 155.00 , 6926.70 , 41.00 , 105.00 , 0.94
74.95 , 2440 , 42 , 155.00 , 6945.03 , 42.00 , 105.00 , 0.94
75.26 , 2455 , 42 , 155.00 , 6960.31 , 42.00 , 105.00 , 0.94
75.89 , 2456 , 42 , 157.00 , 6961.33 , 43.00 , 105.00 , 0.94
75.26 , 2593 , 42 , 157.00 , 7100.84 , 43.00 , 105.00 , 0.94
75.26 , 2525 , 42 , 157.00 , 7031.59 , 44.00 , 105.00 , 0.94
76.20 , 2498 , 42 , 157.00 , 7004.10 , 44.00 , 105.00 , 0.94
76.20 , 2611 , 42 , 156.00 , 7119.17 , 45.00 , 105.00 , 0.94
77.45 , 2538 , 42 , 156.00 , 7044.83 , 45.00 , 105.00 , 0.94
77.45 , 2633 , 42 , 154.00 , 7141.57 , 46.00 , 105.00 , 0.94
79.00 , 2548 , 42 , 154.00 , 7055.01 , 47.00 , 105.00 , 0.94
79.00 , 2632 , 42 , 155.00 , 7140.55 , 48.00 , 105.00 , 0.94
79.32 , 2687 , 42 , 155.00 , 7196.56 , 48.00 , 105.00 , 0.94
78.69 , 2710 , 42 , 155.00 , 7258.68 , 48.00 , 105.00 , 0.94
80.56 , 2590 , 42 , 155.00 , 7319.78 , 48.00 , 105.00 , 0.94
79.63 , 2808 , 42 , 156.00 , 7737.70 , 48.00 , 105.00 , 0.94
79.94 , 2776 , 42 , 156.00 , 7581.29 , 49.00 , 105.00 , 0.94
79.63 , 2748 , 42 , 155.00 , 7444.42 , 49.00 , 105.00 , 0.94
79.94 , 2746 , 42 , 155.00 , 7434.65 , 49.00 , 105.00 , 0.94
80.25 , 2736 , 42 , 155.00 , 7615.50 , 49.00 , 105.00 , 0.94
81.19 , 2741 , 42 , 155.00 , 7637.91 , 49.00 , 105.00 , 0.94
81.50 , 2735 , 42 , 156.00 , 7611.02 , 50.00 , 105.00 , 0.94
81.50 , 2737 , 42 , 156.00 , 7619.98 , 50.00 , 105.00 , 0.94
81.50 , 2730 , 42 , 168.00 , 7588.62 , 51.00 , 105.00 , 0.94
81.81 , 2591 , 42 , 168.00 , 7321.00 , 51.00 , 105.00 , 0.94
81.19 , 2656 , 42 , 174.00 , 7400.43 , 52.00 , 105.00 , 0.94
82.74 , 2556 , 42 , 174.00 , 7278.23 , 52.00 , 105.00 , 0.94
82.12 , 2790 , 42 , 170.00 , 7857.46 , 53.00 , 105.00 , 0.94
83.99 , 2616 , 42 , 170.00 , 7351.55 , 54.00 , 105.00 , 0.94
83.37 , 2819 , 42 , 159.00 , 7987.40 , 54.00 , 105.00 , 0.94
83.37 , 2784 , 42 , 159.00 , 7830.58 , 54.00 , 105.00 , 0.94
83.37 , 2754 , 42 , 156.00 , 7696.16 , 54.00 , 105.00 , 0.94
83.99 , 2751 , 42 , 156.00 , 7682.71 , 53.00 , 105.00 , 0.94
83.37 , 2735 , 42 , 157.00 , 7611.02 , 53.00 , 105.00 , 0.94
84.30 , 2741 , 42 , 157.00 , 7637.91 , 52.00 , 105.00 , 0.94
83.06 , 2888 , 42 , 156.00 , 8296.57 , 52.00 , 105.00 , 0.94
83.37 , 2815 , 42 , 156.00 , 7969.48 , 50.00 , 105.00 , 0.94
82.12 , 2767 , 42 , 156.00 , 7754.40 , 49.00 , 105.00 , 0.94
83.06 , 2753 , 42 , 156.00 , 7691.68 , 48.00 , 105.00 , 0.94
81.81 , 2897 , 42 , 156.00 , 8336.89 , 48.00 , 105.00 , 0.94
81.81 , 2821 , 42 , 156.00 , 7996.36 , 48.00 , 105.00 , 0.94
80.56 , 2939 , 42 , 154.00 , 8525.08 , 48.00 , 105.00 , 0.94
81.81 , 2840 , 42 , 154.00 , 8081.49 , 48.00 , 105.00 , 0.94
81.50 , 2782 , 42 , 154.00 , 7821.62 , 47.00 , 105.00 , 0.94
80.87 , 2922 , 42 , 154.00 , 8448.91 , 47.00 , 105.00 , 0.94
81.19 , 2820 , 42 , 154.00 , 7991.88 , 47.00 , 105.00 , 0.94
81.50 , 2950 , 42 , 154.00 , 8574.37 , 48.00 , 105.00 , 0.94
81.81 , 2835 , 42 , 153.00 , 8059.09 , 47.00 , 105.00 , 0.94
82.43 , 2953 , 42 , 153.00 , 8587.81 , 48.00 , 105.00 , 0.94
82.12 , 2832 , 42 , 153.00 , 8045.65 , 48.00 , 105.00 , 0.94
82.43 , 2955 , 42 , 153.00 , 8596.77 , 48.00 , 105.00 , 0.94
83.06 , 2838 , 42 , 153.00 , 8072.53 , 49.00 , 105.00 , 0.94
84.93 , 2788 , 42 , 153.00 , 7848.50 , 51.00 , 105.00 , 0.94
84.93 , 2916 , 42 , 154.00 , 8422.02 , 52.00 , 105.00 , 0.94
85.86 , 2823 , 42 , 154.00 , 8005.32 , 52.00 , 105.00 , 0.94
84.93 , 2940 , 42 , 153.00 , 8529.56 , 52.00 , 105.00 , 0.94
85.86 , 2841 , 42 , 153.00 , 8085.97 , 52.00 , 105.00 , 0.94
85.86 , 2949 , 42 , 153.00 , 8569.89 , 52.00 , 105.00 , 0.94
84.61 , 3020 , 42 , 153.00 , 8888.01 , 53.00 , 105.00 , 0.94
85.24 , 2862 , 42 , 154.00 , 8180.07 , 52.00 , 105.00 , 0.94
84.93 , 2967 , 42 , 154.00 , 8650.54 , 52.00 , 105.00 , 0.94
84.61 , 3016 , 42 , 154.00 , 8870.09 , 52.00 , 105.00 , 0.94
86.17 , 2875 , 42 , 154.00 , 8238.32 , 53.00 , 105.00 , 0.94
85.55 , 2965 , 42 , 153.00 , 8641.58 , 52.00 , 105.00 , 0.94
84.93 , 3023 , 42 , 153.00 , 8901.45 , 52.00 , 105.00 , 0.94
86.48 , 2869 , 42 , 153.00 , 8211.43 , 53.00 , 105.00 , 0.94
87.11 , 2970 , 42 , 153.00 , 8663.98 , 53.00 , 105.00 , 0.94
86.79 , 3018 , 42 , 153.00 , 8879.05 , 53.00 , 105.00 , 0.94
86.79 , 3055 , 42 , 153.00 , 9044.84 , 53.00 , 105.00 , 0.94
85.86 , 3059 , 42 , 153.00 , 9062.76 , 53.00 , 105.00 , 0.94
86.17 , 2890 , 42 , 153.00 , 8305.53 , 51.00 , 105.00 , 0.94
84.93 , 1542 , 42 , 152.00 , 6266.42 , 51.00 , 105.00 , 0.94
84.30 , 1488 , 42 , 152.00 , 6224.87 , 49.00 , 105.00 , 0.94
85.24 , 1460 , 42 , 152.00 , 6207.76 , 48.00 , 105.00 , 0.94
83.99 , 1533 , 42 , 152.00 , 6259.08 , 48.00 , 105.00 , 0.94
85.24 , 1482 , 42 , 162.00 , 6221.20 , 48.00 , 105.00 , 0.94
86.17 , 1461 , 42 , 162.00 , 6208.37 , 45.00 , 105.00 , 0.94
81.19 , 1447 , 42 , 161.00 , 6199.82 , 43.00 , 105.00 , 0.94
77.45 , 1405 , 42 , 161.00 , 6145.13 , 40.00 , 105.00 , 0.94
71.53 , 1381 , 42 , 172.00 , 6123.14 , 36.00 , 105.00 , 0.94
68.41 , 1338 , 42 , 172.00 , 6083.73 , 35.00 , 105.00 , 0.94
65.60 , 1282 , 42 , 184.00 , 6032.40 , 34.00 , 105.00 , 0.94
63.42 , 1258 , 42 , 184.00 , 6058.68 , 33.00 , 105.00 , 0.94
63.73 , 1215 , 42 , 189.00 , 6006.13 , 33.00 , 105.00 , 0.94
67.47 , 1170 , 42 , 189.00 , 5929.75 , 33.00 , 105.00 , 0.94
70.28 , 1125 , 42 , 190.00 , 5888.51 , 35.00 , 105.00 , 0.94
75.58 , 1080 , 42 , 190.00 , 5847.27 , 37.00 , 105.00 , 0.94
80.87 , 1059 , 42 , 190.00 , 5937.70 , 42.00 , 105.00 , 0.94
84.30 , 989 , 42 , 190.00 , 5852.16 , 44.00 , 105.00 , 0.94
86.48 , 941 , 42 , 190.00 , 5793.50 , 47.00 , 105.00 , 0.94
86.48 , 903 , 42 , 190.00 , 5747.07 , 48.00 , 105.00 , 0.94
87.11 , 843 , 42 , 190.00 , 5673.75 , 48.00 , 105.00 , 0.94
86.48 , 804 , 42 , 190.00 , 5626.09 , 48.00 , 105.00 , 0.94
86.17 , 741 , 42 , 190.00 , 5519.59 , 48.00 , 105.00 , 0.93
87.11 , 677 , 42 , 190.00 , 5441.79 , 48.00 , 105.00 , 0.93
86.17 , 617 , 42 , 190.00 , 5397.57 , 44.00 , 105.00 , 0.94
72.15 , 531 , 42 , 190.00 , 5344.11 , 22.00 , 105.00 , 0.94
60.62 , 439 , 42 , 190.00 , 5231.82 , 17.00 , 105.00 , 0.93
64.67 , 682 , 42 , 190.00 , 5453.34 , 17.00 , 105.00 , 0.93
74.64 , 491 , 42 , 190.00 , 5307.45 , 17.00 , 105.00 , 0.94
80.25 , 381 , 42 , 190.00 , 24626.26 , 17.00 , 105.00 , 0.94

